,period,value
998,2023-11-19T10,25107
999,2023-11-19T09,26026
1000,2023-11-19T08,27144
1001,2023-11-19T07,28422
1002,2023-11-19T06,29073
1003,2023-11-19T05,29585
1004,2023-11-19T04,30180
1005,2023-11-19T03,30825
1006,2023-11-19T02,29233
1007,2023-11-19T01,28483
1008,2023-11-19T00,28100
1009,2023-11-18T23,28544
1010,2023-11-18T22,28737
1011,2023-11-18T21,29043
1012,2023-11-18T20,28567
1013,2023-11-18T19,27835
1014,2023-11-18T18,26987
1015,2023-11-18T17,25891
1016,2023-11-18T16,25478
1017,2023-11-18T15,24924
1018,2023-11-18T14,24356
1019,2023-11-18T13,24116
1020,2023-11-18T12,24292
1021,2023-11-18T11,25065
1022,2023-11-18T10,26020
1023,2023-11-18T09,26920
1024,2023-11-18T08,28220
1025,2023-11-18T07,29515
1026,2023-11-18T06,30442
1027,2023-11-18T05,31328
1028,2023-11-18T04,32179
1029,2023-11-18T03,33039
1030,2023-11-18T02,32124
1031,2023-11-18T01,30975
1032,2023-11-18T00,30458
1033,2023-11-17T23,30317
1034,2023-11-17T22,29941
1035,2023-11-17T21,29908
1036,2023-11-17T20,30104
1037,2023-11-17T19,30110
1038,2023-11-17T18,29664
1039,2023-11-17T17,29475
1040,2023-11-17T16,28629
1041,2023-11-17T15,26617
1042,2023-11-17T14,25160
1043,2023-11-17T13,24747
1044,2023-11-17T12,25028
1045,2023-11-17T11,25328
1046,2023-11-17T10,26239
1047,2023-11-17T09,26838
1048,2023-11-17T08,28194
1049,2023-11-17T07,29799
1050,2023-11-17T06,31056
1051,2023-11-17T05,32018
1052,2023-11-17T04,32574
1053,2023-11-17T03,33082
1054,2023-11-17T02,32166
1055,2023-11-17T01,30797
1056,2023-11-17T00,29924
1057,2023-11-16T23,30569
1058,2023-11-16T22,30911
1059,2023-11-16T21,30429
1060,2023-11-16T20,30276
1061,2023-11-16T19,29824
1062,2023-11-16T18,29524
1063,2023-11-16T17,29513
1064,2023-11-16T16,28778
1065,2023-11-16T15,26571
1066,2023-11-16T14,25247
1067,2023-11-16T13,25152
1068,2023-11-16T12,24979
1069,2023-11-16T11,25542
1070,2023-11-16T10,26162
1071,2023-11-16T09,27216
1072,2023-11-16T08,28357
1073,2023-11-16T07,29858
1074,2023-11-16T06,30947
1075,2023-11-16T05,31881
1076,2023-11-16T04,32634
1077,2023-11-16T03,33201
1078,2023-11-16T02,32671
1079,2023-11-16T01,31713
1080,2023-11-16T00,31727
1081,2023-11-15T23,31311
1082,2023-11-15T22,31475
1083,2023-11-15T21,32122
1084,2023-11-15T20,32536
1085,2023-11-15T19,32087
1086,2023-11-15T18,31438
1087,2023-11-15T17,30099
1088,2023-11-15T16,28597
1089,2023-11-15T15,26440
1090,2023-11-15T14,24993
1091,2023-11-15T13,25042
1092,2023-11-15T12,25375
1093,2023-11-15T11,25703
1094,2023-11-15T10,26446
1095,2023-11-15T09,27319
1096,2023-11-15T08,28434
1097,2023-11-15T07,29742
1098,2023-11-15T06,30679
1099,2023-11-15T05,31736
1100,2023-11-15T04,32591
1101,2023-11-15T03,33122
1102,2023-11-15T02,32142
1103,2023-11-15T01,30671
1104,2023-11-15T00,29690
1105,2023-11-14T23,29217
1106,2023-11-14T22,28683
1107,2023-11-14T21,29433
1108,2023-11-14T20,26432
1109,2023-11-14T19,29833
1110,2023-11-14T18,30027
1111,2023-11-14T17,29964
1112,2023-11-14T16,28747
1113,2023-11-14T15,26507
1114,2023-11-14T14,25013
1115,2023-11-14T13,25132
1116,2023-11-14T12,25241
1117,2023-11-14T11,25417
1118,2023-11-14T10,25772
1119,2023-11-14T09,26760
1120,2023-11-14T08,28190
1121,2023-11-14T07,29923
1122,2023-11-14T06,31368
1123,2023-11-14T05,32031
1124,2023-11-14T04,32638
1125,2023-11-14T03,32705
1126,2023-11-14T02,31591
1127,2023-11-14T01,29990
1128,2023-11-14T00,28365
1129,2023-11-13T23,28145
1130,2023-11-13T22,28868
1131,2023-11-13T21,29124
1132,2023-11-13T20,29076
1133,2023-11-13T19,29383
1134,2023-11-13T18,28987
1135,2023-11-13T17,29103
1136,2023-11-13T16,28548
1137,2023-11-13T15,26309
1138,2023-11-13T14,24432
1139,2023-11-13T13,23961
1140,2023-11-13T12,24092
1141,2023-11-13T11,24429
1142,2023-11-13T10,25008
1143,2023-11-13T09,25301
1144,2023-11-13T08,26484
1145,2023-11-13T07,28072
1146,2023-11-13T06,29117
1147,2023-11-13T05,29839
1148,2023-11-13T04,30559
1149,2023-11-13T03,30889
1150,2023-11-13T02,29355
1151,2023-11-13T01,27090
1152,2023-11-13T00,25439
1153,2023-11-12T23,24527
1154,2023-11-12T22,23536
1155,2023-11-12T21,23056
1156,2023-11-12T20,23554
1157,2023-11-12T19,24075
1158,2023-11-12T18,24400
1159,2023-11-12T17,25068
1160,2023-11-12T16,24846
1161,2023-11-12T15,24168
1162,2023-11-12T14,23654
1163,2023-11-12T13,23616
1164,2023-11-12T12,23891
1165,2023-11-12T11,24408
1166,2023-11-12T10,25082
1167,2023-11-12T09,25838
1168,2023-11-12T08,27055
1169,2023-11-12T07,28040
1170,2023-11-12T06,28791
1171,2023-11-12T05,29307
1172,2023-11-12T04,30005
1173,2023-11-12T03,30271
1174,2023-11-12T02,28803
1175,2023-11-12T01,26694
1176,2023-11-12T00,24793
1177,2023-11-11T23,24057
1178,2023-11-11T22,24257
1179,2023-11-11T21,24169
1180,2023-11-11T20,24608
1181,2023-11-11T19,25432
1182,2023-11-11T18,26417
1183,2023-11-11T17,26181
1184,2023-11-11T16,25748
1185,2023-11-11T15,25058
1186,2023-11-11T14,24411
1187,2023-11-11T13,24174
1188,2023-11-11T12,24560
1189,2023-11-11T11,25130
1190,2023-11-11T10,26041
1191,2023-11-11T09,26767
1192,2023-11-11T08,28001
1193,2023-11-11T07,29153
1194,2023-11-11T06,29893
1195,2023-11-11T05,30716
1196,2023-11-11T04,31498
1197,2023-11-11T03,32017
1198,2023-11-11T02,30641
1199,2023-11-11T01,28937
1200,2023-11-11T00,28615
1201,2023-11-10T23,27876
1202,2023-11-10T22,26913
1203,2023-11-10T21,27445
1204,2023-11-10T20,27946
1205,2023-11-10T19,28146
1206,2023-11-10T18,29087
1207,2023-11-10T17,29166
1208,2023-11-10T16,27947
1209,2023-11-10T15,26347
1210,2023-11-10T14,25415
1211,2023-11-10T13,25301
1212,2023-11-10T12,25661
1213,2023-11-10T11,25873
1214,2023-11-10T10,26412
1215,2023-11-10T09,26908
1216,2023-11-10T08,28381
1217,2023-11-10T07,29857
1218,2023-11-10T06,30600
1219,2023-11-10T05,31486
1220,2023-11-10T04,32413
1221,2023-11-10T03,32825
1222,2023-11-10T02,31105
1223,2023-11-10T01,30475
1224,2023-11-10T00,29446
1225,2023-11-09T23,28751
1226,2023-11-09T22,28224
1227,2023-11-09T21,28469
1228,2023-11-09T20,28556
1229,2023-11-09T19,28810
1230,2023-11-09T18,29792
1231,2023-11-09T17,30027
1232,2023-11-09T16,29520
1233,2023-11-09T15,27198
1234,2023-11-09T14,25564
1235,2023-11-09T13,25247
1236,2023-11-09T12,25184
1237,2023-11-09T11,25580
1238,2023-11-09T10,26295
1239,2023-11-09T09,27071
1240,2023-11-09T08,28628
1241,2023-11-09T07,30097
1242,2023-11-09T06,31325
1243,2023-11-09T05,31979
1244,2023-11-09T04,32738
1245,2023-11-09T03,33198
1246,2023-11-09T02,31610
1247,2023-11-09T01,29743
1248,2023-11-09T00,28933
1249,2023-11-08T23,28689
1250,2023-11-08T22,28260
1251,2023-11-08T21,28253
1252,2023-11-08T20,28602
1253,2023-11-08T19,29006
1254,2023-11-08T18,29403
1255,2023-11-08T17,30331
1256,2023-11-08T16,29364
1257,2023-11-08T15,27228
1258,2023-11-08T14,25475
1259,2023-11-08T13,24874
1260,2023-11-08T12,25299
1261,2023-11-08T11,26160
1262,2023-11-08T10,26336
1263,2023-11-08T09,27041
1264,2023-11-08T08,28490
1265,2023-11-08T07,29967
1266,2023-11-08T06,31110
1267,2023-11-08T05,32014
1268,2023-11-08T04,32643
1269,2023-11-08T03,33040
1270,2023-11-08T02,31546
1271,2023-11-08T01,30124
1272,2023-11-08T00,29900
1273,2023-11-07T23,29396
1274,2023-11-07T22,28956
1275,2023-11-07T21,29443
1276,2023-11-07T20,29654
1277,2023-11-07T19,29942
1278,2023-11-07T18,30143
1279,2023-11-07T17,30295
1280,2023-11-07T16,28894
1281,2023-11-07T15,26812
1282,2023-11-07T14,25292
1283,2023-11-07T13,24860
1284,2023-11-07T12,24964
1285,2023-11-07T11,25255
1286,2023-11-07T10,25839
1287,2023-11-07T09,26932
1288,2023-11-07T08,28780
1289,2023-11-07T07,30206
1290,2023-11-07T06,31375
1291,2023-11-07T05,32356
1292,2023-11-07T04,33456
1293,2023-11-07T03,33901
1294,2023-11-07T02,32866
1295,2023-11-07T01,31644
1296,2023-11-07T00,31025
1297,2023-11-06T23,30015
1298,2023-11-06T22,29573
1299,2023-11-06T21,28829
1300,2023-11-06T20,28987
1301,2023-11-06T19,29396
1302,2023-11-06T18,29489
1303,2023-11-06T17,29196
1304,2023-11-06T16,28070
1305,2023-11-06T15,25970
1306,2023-11-06T14,24382
1307,2023-11-06T13,23971
1308,2023-11-06T12,24111
1309,2023-11-06T11,24628
1310,2023-11-06T10,25150
1311,2023-11-06T09,25673
1312,2023-11-06T08,24769
1313,2023-11-06T07,26252
1314,2023-11-06T06,27226
1315,2023-11-06T05,28063
1316,2023-11-06T04,28955
1317,2023-11-06T03,29401
1318,2023-11-06T02,27916
1319,2023-11-06T01,26278
1320,2023-11-06T00,24954
1321,2023-11-05T23,23519
1322,2023-11-05T22,23128
1323,2023-11-05T21,22909
1324,2023-11-05T20,22934
1325,2023-11-05T19,22945
1326,2023-11-05T18,22779
1327,2023-11-05T17,22395
1328,2023-11-05T16,22034
1329,2023-11-05T15,21729
1330,2023-11-05T14,21313
1331,2023-11-05T13,21339
1332,2023-11-05T12,21576
1333,2023-11-05T11,21741
1334,2023-11-05T10,22570
1335,2023-11-05T09,23412
1336,2023-11-05T08,24047
1337,2023-11-05T07,27492
1338,2023-11-05T06,28791
1339,2023-11-05T05,29789
1340,2023-11-05T04,30593
1341,2023-11-05T03,31163
1342,2023-11-05T02,30478
1343,2023-11-05T01,28851
1344,2023-11-05T00,27073
1345,2023-11-04T23,25903
1346,2023-11-04T22,25784
1347,2023-11-04T21,25936
1348,2023-11-04T20,26462
1349,2023-11-04T19,27363
1350,2023-11-04T18,27784
1351,2023-11-04T17,26944
1352,2023-11-04T16,26118
1353,2023-11-04T15,25327
1354,2023-11-04T14,24348
1355,2023-11-04T13,23903
1356,2023-11-04T12,23944
1357,2023-11-04T11,24417
1358,2023-11-04T10,25183
1359,2023-11-04T09,26199
1360,2023-11-04T08,27500
1361,2023-11-04T07,29013
1362,2023-11-04T06,30339
1363,2023-11-04T05,31432
1364,2023-11-04T04,32394
1365,2023-11-04T03,33185
1366,2023-11-04T02,32766
1367,2023-11-04T01,31400
1368,2023-11-04T00,30875
1369,2023-11-03T23,30003
1370,2023-11-03T22,29524
1371,2023-11-03T21,29172
1372,2023-11-03T20,29592
1373,2023-11-03T19,30302
1374,2023-11-03T18,30615
1375,2023-11-03T17,30642
1376,2023-11-03T16,29866
1377,2023-11-03T15,28140
1378,2023-11-03T14,25619
1379,2023-11-03T13,25055
1380,2023-11-03T12,24716
1381,2023-11-03T11,24834
1382,2023-11-03T10,25591
1383,2023-11-03T09,26562
1384,2023-11-03T08,27419
1385,2023-11-03T07,29093
1386,2023-11-03T06,31022
1387,2023-11-03T05,32320
1388,2023-11-03T04,33331
1389,2023-11-03T03,34048
1390,2023-11-03T02,33277
1391,2023-11-03T01,31712
1392,2023-11-03T00,31382
1393,2023-11-02T23,30811
1394,2023-11-02T22,30106
1395,2023-11-02T21,30269
1396,2023-11-02T20,30568
1397,2023-11-02T19,30487
1398,2023-11-02T18,31206
1399,2023-11-02T17,31084
1400,2023-11-02T16,30833
1401,2023-11-02T15,28875
1402,2023-11-02T14,26421
1403,2023-11-02T13,24973
1404,2023-11-02T12,24973
1405,2023-11-02T11,25658
1406,2023-11-02T10,26061
1407,2023-11-02T09,26700
1408,2023-11-02T08,27313
1409,2023-11-02T07,28864
1410,2023-11-02T06,30671
1411,2023-11-02T05,31623
1412,2023-11-02T04,32762
1413,2023-11-02T03,33641
1414,2023-11-02T02,32883
1415,2023-11-02T01,31367
1416,2023-11-02T00,30707
1417,2023-11-01T23,29697
1418,2023-11-01T22,29379
1419,2023-11-01T21,29429
1420,2023-11-01T20,29740
1421,2023-11-01T19,30349
1422,2023-11-01T18,30896
1423,2023-11-01T17,30986
1424,2023-11-01T16,30629
1425,2023-11-01T15,28622
1426,2023-11-01T14,26384
1427,2023-11-01T13,24927
1428,2023-11-01T12,24713
1429,2023-11-01T11,24906
1430,2023-11-01T10,25374
1431,2023-11-01T09,25966
1432,2023-11-01T08,26804
1433,2023-11-01T07,28233
1434,2023-11-01T06,29532
1435,2023-11-01T05,30218
1436,2023-11-01T04,30930
1437,2023-11-01T03,31882
1438,2023-11-01T02,31721
1439,2023-11-01T01,30327
1440,2023-11-01T00,28847
1441,2023-10-31T23,28065
1442,2023-10-31T22,28212
1443,2023-10-31T21,26214
1444,2023-10-31T20,28938
1445,2023-10-31T19,29676
1446,2023-10-31T18,30703
1447,2023-10-31T17,30997
1448,2023-10-31T16,30529
1449,2023-10-31T15,28783
1450,2023-10-31T14,26351
1451,2023-10-31T13,25246
1452,2023-10-31T12,24750
1453,2023-10-31T11,24690
1454,2023-10-31T10,25052
1455,2023-10-31T09,25804
1456,2023-10-31T08,26689
1457,2023-10-31T07,28292
1458,2023-10-31T06,29978
1459,2023-10-31T05,31100
1460,2023-10-31T04,32102
1461,2023-10-31T03,32559
1462,2023-10-31T02,31629
1463,2023-10-31T01,29614
1464,2023-10-31T00,28543
1465,2023-10-30T23,28116
1466,2023-10-30T22,27978
1467,2023-10-30T21,27973
1468,2023-10-30T20,28224
1469,2023-10-30T19,29116
1470,2023-10-30T18,30064
1471,2023-10-30T17,30208
1472,2023-10-30T16,30151
1473,2023-10-30T15,28532
1474,2023-10-30T14,25970
1475,2023-10-30T13,24539
1476,2023-10-30T12,23954
1477,2023-10-30T11,23740
1478,2023-10-30T10,24091
1479,2023-10-30T09,24642
1480,2023-10-30T08,25101
1481,2023-10-30T07,26484
1482,2023-10-30T06,27997
1483,2023-10-30T05,28963
1484,2023-10-30T04,29622
1485,2023-10-30T03,29739
1486,2023-10-30T02,28284
1487,2023-10-30T01,25825
1488,2023-10-30T00,23734
1489,2023-10-29T23,22653
1490,2023-10-29T22,22224
1491,2023-10-29T21,22371
1492,2023-10-29T20,22767
1493,2023-10-29T19,23841
1494,2023-10-29T18,24813
1495,2023-10-29T17,25277
1496,2023-10-29T16,25197
1497,2023-10-29T15,24380
1498,2023-10-29T14,23597
1499,2023-10-29T13,23393
1500,2023-10-29T12,23625
1501,2023-10-29T11,24009
1502,2023-10-29T10,24655
1503,2023-10-29T09,25389
1504,2023-10-29T08,26108
1505,2023-10-29T07,27294
1506,2023-10-29T06,28290
1507,2023-10-29T05,29002
1508,2023-10-29T04,29801
1509,2023-10-29T03,29947
1510,2023-10-29T02,28647
1511,2023-10-29T01,26748
1512,2023-10-29T00,24690
1513,2023-10-28T23,23599
1514,2023-10-28T22,23058
1515,2023-10-28T21,24178
1516,2023-10-28T20,24530
1517,2023-10-28T19,25587
1518,2023-10-28T18,26004
1519,2023-10-28T17,26714
1520,2023-10-28T16,26242
1521,2023-10-28T15,25469
1522,2023-10-28T14,24408
1523,2023-10-28T13,24104
1524,2023-10-28T12,24021
1525,2023-10-28T11,24628
1526,2023-10-28T10,25271
1527,2023-10-28T09,26092
1528,2023-10-28T08,27084
1529,2023-10-28T07,28495
1530,2023-10-28T06,29744
1531,2023-10-28T05,30631
1532,2023-10-28T04,31382
1533,2023-10-28T03,32060
1534,2023-10-28T02,31009
1535,2023-10-28T01,29331
1536,2023-10-28T00,28393
1537,2023-10-27T23,27648
1538,2023-10-27T22,27672
1539,2023-10-27T21,27972
1540,2023-10-27T20,28324
1541,2023-10-27T19,29351
1542,2023-10-27T18,30753
1543,2023-10-27T17,31022
1544,2023-10-27T16,30382
1545,2023-10-27T15,28684
1546,2023-10-27T14,26623
1547,2023-10-27T13,25207
1548,2023-10-27T12,24763
1549,2023-10-27T11,24843
1550,2023-10-27T10,25469
1551,2023-10-27T09,26325
1552,2023-10-27T08,27333
1553,2023-10-27T07,29021
1554,2023-10-27T06,30580
1555,2023-10-27T05,31618
1556,2023-10-27T04,32808
1557,2023-10-27T03,32801
1558,2023-10-27T02,31496
1559,2023-10-27T01,30095
1560,2023-10-27T00,29736
1561,2023-10-26T23,28789
1562,2023-10-26T22,28186
1563,2023-10-26T21,28251
1564,2023-10-26T20,27969
1565,2023-10-26T19,28714
1566,2023-10-26T18,30126
1567,2023-10-26T17,30392
1568,2023-10-26T16,30395
1569,2023-10-26T15,28908
1570,2023-10-26T14,26667
1571,2023-10-26T13,25305
1572,2023-10-26T12,25161
1573,2023-10-26T11,25424
1574,2023-10-26T10,25704
1575,2023-10-26T09,26723
1576,2023-10-26T08,28100
1577,2023-10-26T07,29209
1578,2023-10-26T06,30792
1579,2023-10-26T05,31822
1580,2023-10-26T04,32619
1581,2023-10-26T03,32912
1582,2023-10-26T02,32075
1583,2023-10-26T01,31188
1584,2023-10-26T00,30838
1585,2023-10-25T23,30724
1586,2023-10-25T22,30765
1587,2023-10-25T21,30684
1588,2023-10-25T20,32348
1589,2023-10-25T19,31760
1590,2023-10-25T18,33150
1591,2023-10-25T17,31382
1592,2023-10-25T16,30622
1593,2023-10-25T15,28879
1594,2023-10-25T14,26868
1595,2023-10-25T13,25634
1596,2023-10-25T12,25359
1597,2023-10-25T11,25713
1598,2023-10-25T10,26399
1599,2023-10-25T09,27194
1600,2023-10-25T08,28124
1601,2023-10-25T07,29672
1602,2023-10-25T06,31288
1603,2023-10-25T05,32363
1604,2023-10-25T04,33503
1605,2023-10-25T03,34007
1606,2023-10-25T02,33186
1607,2023-10-25T01,31781
1608,2023-10-25T00,30658
1609,2023-10-24T23,29189
1610,2023-10-24T22,28853
1611,2023-10-24T21,28181
1612,2023-10-24T20,28629
1613,2023-10-24T19,29419
1614,2023-10-24T18,30472
1615,2023-10-24T17,30827
1616,2023-10-24T16,29960
1617,2023-10-24T15,28357
1618,2023-10-24T14,26326
1619,2023-10-24T13,25002
1620,2023-10-24T12,24869
1621,2023-10-24T11,25020
1622,2023-10-24T10,25765
1623,2023-10-24T09,26825
1624,2023-10-24T08,27526
1625,2023-10-24T07,29143
1626,2023-10-24T06,31098
1627,2023-10-24T05,32351
1628,2023-10-24T04,33672
1629,2023-10-24T03,34260
1630,2023-10-24T02,32984
1631,2023-10-24T01,31773
1632,2023-10-24T00,30895
1633,2023-10-23T23,30272
1634,2023-10-23T22,30438
1635,2023-10-23T21,30495
1636,2023-10-23T20,30543
1637,2023-10-23T19,31222
1638,2023-10-23T18,31648
1639,2023-10-23T17,31464
1640,2023-10-23T16,30513
1641,2023-10-23T15,28936
1642,2023-10-23T14,26746
1643,2023-10-23T13,25588
1644,2023-10-23T12,25145
1645,2023-10-23T11,25172
1646,2023-10-23T10,25648
1647,2023-10-23T09,26451
1648,2023-10-23T08,27271
1649,2023-10-23T07,28680
1650,2023-10-23T06,30125
1651,2023-10-23T05,31076
1652,2023-10-23T04,31713
1653,2023-10-23T03,31820
1654,2023-10-23T02,30845
1655,2023-10-23T01,28950
1656,2023-10-23T00,27883
1657,2023-10-22T23,26702
1658,2023-10-22T22,25736
1659,2023-10-22T21,25985
1660,2023-10-22T20,26714
1661,2023-10-22T19,27505
1662,2023-10-22T18,27951
1663,2023-10-22T17,26856
1664,2023-10-22T16,25405
1665,2023-10-22T15,25051
1666,2023-10-22T14,24502
1667,2023-10-22T13,24432
1668,2023-10-22T12,24814
1669,2023-10-22T11,25544
1670,2023-10-22T10,26123
1671,2023-10-22T09,27007
1672,2023-10-22T08,28038
1673,2023-10-22T07,29641
1674,2023-10-22T06,31122
1675,2023-10-22T05,32292
1676,2023-10-22T04,33448
1677,2023-10-22T03,34134
1678,2023-10-22T02,33790
1679,2023-10-22T01,32975
1680,2023-10-22T00,31982
1681,2023-10-21T23,30328
1682,2023-10-21T22,29326
1683,2023-10-21T21,28864
1684,2023-10-21T20,28412
1685,2023-10-21T19,28938
1686,2023-10-21T18,29427
1687,2023-10-21T17,28848
1688,2023-10-21T16,27320
1689,2023-10-21T15,26647
1690,2023-10-21T14,25932
1691,2023-10-21T13,25693
1692,2023-10-21T12,25818
1693,2023-10-21T11,26560
1694,2023-10-21T10,27710
1695,2023-10-21T09,28716
1696,2023-10-21T08,30252
1697,2023-10-21T07,32153
1698,2023-10-21T06,34149
1699,2023-10-21T05,35658
1700,2023-10-21T04,37669
1701,2023-10-21T03,39113
1702,2023-10-21T02,40232
1703,2023-10-21T01,40053
1704,2023-10-21T00,39157
1705,2023-10-20T23,37538
1706,2023-10-20T22,36024
1707,2023-10-20T21,35004
1708,2023-10-20T20,34528
1709,2023-10-20T19,34460
1710,2023-10-20T18,34909
1711,2023-10-20T17,33390
1712,2023-10-20T16,31033
1713,2023-10-20T15,29791
1714,2023-10-20T14,27856
1715,2023-10-20T13,26918
1716,2023-10-20T12,26903
1717,2023-10-20T11,27914
1718,2023-10-20T10,28044
1719,2023-10-20T09,29074
1720,2023-10-20T08,30641
1721,2023-10-20T07,32904
1722,2023-10-20T06,35370
1723,2023-10-20T05,37352
1724,2023-10-20T04,39367
1725,2023-10-20T03,40798
1726,2023-10-20T02,41671
1727,2023-10-20T01,41229
1728,2023-10-20T00,39654
1729,2023-10-19T23,37659
1730,2023-10-19T22,36259
1731,2023-10-19T21,35073
1732,2023-10-19T20,34529
1733,2023-10-19T19,34592
1734,2023-10-19T18,34200
1735,2023-10-19T17,33061
1736,2023-10-19T16,31285
1737,2023-10-19T15,30115
1738,2023-10-19T14,27924
1739,2023-10-19T13,27285
1740,2023-10-19T12,27206
1741,2023-10-19T11,27429
1742,2023-10-19T10,27557
1743,2023-10-19T09,28467
1744,2023-10-19T08,30136
1745,2023-10-19T07,32299
1746,2023-10-19T06,34558
1747,2023-10-19T05,36367
1748,2023-10-19T04,38378
1749,2023-10-19T03,39602
1750,2023-10-19T02,40083
1751,2023-10-19T01,39424
1752,2023-10-19T00,38355
1753,2023-10-18T23,36358
1754,2023-10-18T22,34604
1755,2023-10-18T21,33507
1756,2023-10-18T20,33302
1757,2023-10-18T19,33180
1758,2023-10-18T18,33190
1759,2023-10-18T17,32692
1760,2023-10-18T16,31316
1761,2023-10-18T15,30002
1762,2023-10-18T14,27997
1763,2023-10-18T13,26900
1764,2023-10-18T12,26977
1765,2023-10-18T11,27339
1766,2023-10-18T10,27597
1767,2023-10-18T09,28222
1768,2023-10-18T08,29530
1769,2023-10-18T07,31562
1770,2023-10-18T06,33806
1771,2023-10-18T05,35263
1772,2023-10-18T04,36961
1773,2023-10-18T03,37802
1774,2023-10-18T02,37796
1775,2023-10-18T01,37097
1776,2023-10-18T00,36355
1777,2023-10-17T23,35071
1778,2023-10-17T22,33269
1779,2023-10-17T21,32326
1780,2023-10-17T20,31723
1781,2023-10-17T19,31988
1782,2023-10-17T18,32003
1783,2023-10-17T17,32043
1784,2023-10-17T16,31381
1785,2023-10-17T15,29608
1786,2023-10-17T14,27518
1787,2023-10-17T13,26364
1788,2023-10-17T12,26706
1789,2023-10-17T11,27098
1790,2023-10-17T10,27481
1791,2023-10-17T09,28394
1792,2023-10-17T08,30102
1793,2023-10-17T07,31570
1794,2023-10-17T06,33695
1795,2023-10-17T05,35270
1796,2023-10-17T04,36912
1797,2023-10-17T03,38233
1798,2023-10-17T02,38150
1799,2023-10-17T01,37249
1800,2023-10-17T00,35851
1801,2023-10-16T23,34932
1802,2023-10-16T22,33119
1803,2023-10-16T21,32031
1804,2023-10-16T20,31324
1805,2023-10-16T19,31270
1806,2023-10-16T18,31083
1807,2023-10-16T17,30898
1808,2023-10-16T16,29848
1809,2023-10-16T15,28939
1810,2023-10-16T14,27178
1811,2023-10-16T13,26036
1812,2023-10-16T12,25886
1813,2023-10-16T11,25928
1814,2023-10-16T10,26173
1815,2023-10-16T09,27000
1816,2023-10-16T08,27966
1817,2023-10-16T07,29947
1818,2023-10-16T06,31876
1819,2023-10-16T05,33213
1820,2023-10-16T04,34594
1821,2023-10-16T03,35247
1822,2023-10-16T02,34622
1823,2023-10-16T01,33053
1824,2023-10-16T00,30627
1825,2023-10-15T23,28046
1826,2023-10-15T22,25722
1827,2023-10-15T21,25487
1828,2023-10-15T20,25117
1829,2023-10-15T19,25841
1830,2023-10-15T18,26097
1831,2023-10-15T17,26052
1832,2023-10-15T16,25116
1833,2023-10-15T15,24797
1834,2023-10-15T14,24471
1835,2023-10-15T13,24458
1836,2023-10-15T12,24483
1837,2023-10-15T11,24797
1838,2023-10-15T10,25628
1839,2023-10-15T09,26626
1840,2023-10-15T08,27587
1841,2023-10-15T07,28989
1842,2023-10-15T06,30203
1843,2023-10-15T05,31168
