,period,value
7934,2023-05-03T06,30475
7935,2023-05-03T07,28664
7936,2023-05-03T08,27017
7937,2023-05-03T09,26140
7938,2023-05-03T10,25376
7939,2023-05-03T11,24832
7940,2023-05-03T12,24847
7941,2023-05-03T13,25546
7942,2023-05-03T14,26931
7943,2023-05-03T15,28697
7944,2023-05-03T16,29506
7945,2023-05-03T17,29418
7946,2023-05-03T18,28391
7947,2023-05-03T19,27523
7948,2023-05-03T20,28430
7949,2023-05-03T21,26726
7950,2023-05-03T22,26811
7951,2023-05-03T23,26389
7952,2023-05-04T00,26670
7953,2023-05-04T01,27490
7954,2023-05-04T02,28632
7955,2023-05-04T03,29787
7956,2023-05-04T04,31138
7957,2023-05-04T05,31622
7958,2023-05-04T06,30605
7959,2023-05-04T07,28783
7960,2023-05-04T08,27326
7961,2023-05-04T09,26700
7962,2023-05-04T10,26198
7963,2023-05-04T11,25789
7964,2023-05-04T12,25801
7965,2023-05-04T13,26013
7966,2023-05-04T14,26955
7967,2023-05-04T15,28676
7968,2023-05-04T16,30234
7969,2023-05-04T17,30156
7970,2023-05-04T18,29873
7971,2023-05-04T19,29739
7972,2023-05-04T20,28716
7973,2023-05-04T21,27983
7974,2023-05-04T22,27435
7975,2023-05-04T23,27410
7976,2023-05-05T00,27557
7977,2023-05-05T01,28163
7978,2023-05-05T02,28828
7979,2023-05-05T03,29561
7980,2023-05-05T04,30978
7981,2023-05-05T05,31440
7982,2023-05-05T06,30645
7983,2023-05-05T07,29034
7984,2023-05-05T08,27784
7985,2023-05-05T09,27411
7986,2023-05-05T10,26499
7987,2023-05-05T11,25625
7988,2023-05-05T12,25563
7989,2023-05-05T13,25944
7990,2023-05-05T14,27101
7991,2023-05-05T15,28708
7992,2023-05-05T16,30113
7993,2023-05-05T17,29880
7994,2023-05-05T18,29598
7995,2023-05-05T19,29059
7996,2023-05-05T20,28813
7997,2023-05-05T21,27562
7998,2023-05-05T22,27118
7999,2023-05-05T23,26398
8000,2023-05-06T00,26239
8001,2023-05-06T01,26835
8002,2023-05-06T02,27659
8003,2023-05-06T03,28620
8004,2023-05-06T04,29864
8005,2023-05-06T05,30357
8006,2023-05-06T06,29630
8007,2023-05-06T07,28347
8008,2023-05-06T08,27036
8009,2023-05-06T09,26165
8010,2023-05-06T10,25103
8011,2023-05-06T11,24510
8012,2023-05-06T12,24132
8013,2023-05-06T13,24058
8014,2023-05-06T14,24538
8015,2023-05-06T15,24848
8016,2023-05-06T16,25341
8017,2023-05-06T17,25392
8018,2023-05-06T18,24583
8019,2023-05-06T19,23859
8020,2023-05-06T20,23126
8021,2023-05-06T21,22231
8022,2023-05-06T22,21813
8023,2023-05-06T23,21247
8024,2023-05-07T00,22114
8025,2023-05-07T01,23177
8026,2023-05-07T02,25004
8027,2023-05-07T03,26410
8028,2023-05-07T04,27942
8029,2023-05-07T05,28752
8030,2023-05-07T06,28157
8031,2023-05-07T07,27049
8032,2023-05-07T08,25773
8033,2023-05-07T09,25026
8034,2023-05-07T10,24307
8035,2023-05-07T11,24024
8036,2023-05-07T12,23730
8037,2023-05-07T13,23635
8038,2023-05-07T14,23591
8039,2023-05-07T15,23735
8040,2023-05-07T16,23647
8041,2023-05-07T17,22408
8042,2023-05-07T18,22100
8043,2023-05-07T19,21233
8044,2023-05-07T20,20884
8045,2023-05-07T21,20027
8046,2023-05-07T22,19631
8047,2023-05-07T23,19568
8048,2023-05-08T00,20413
8049,2023-05-08T01,21704
8050,2023-05-08T02,24083
8051,2023-05-08T03,26465
8052,2023-05-08T04,28759
8053,2023-05-08T05,29854
8054,2023-05-08T06,29028
8055,2023-05-08T07,27425
8056,2023-05-08T08,25999
8057,2023-05-08T09,24863
8058,2023-05-08T10,24239
8059,2023-05-08T11,23586
8060,2023-05-08T12,23509
8061,2023-05-08T13,24112
8062,2023-05-08T14,25556
8063,2023-05-08T15,27149
8064,2023-05-08T16,28023
8065,2023-05-08T17,27994
8066,2023-05-08T18,27274
8067,2023-05-08T19,26796
8068,2023-05-08T20,26174
8069,2023-05-08T21,25547
8070,2023-05-08T22,25627
8071,2023-05-08T23,25048
8072,2023-05-09T00,25348
8073,2023-05-09T01,26153
8074,2023-05-09T02,27576
8075,2023-05-09T03,29145
8076,2023-05-09T04,30981
8077,2023-05-09T05,31567
8078,2023-05-09T06,30494
8079,2023-05-09T07,28821
8080,2023-05-09T08,26901
8081,2023-05-09T09,26042
8082,2023-05-09T10,25208
8083,2023-05-09T11,24455
8084,2023-05-09T12,24409
8085,2023-05-09T13,24741
8086,2023-05-09T14,26017
8087,2023-05-09T15,27364
8088,2023-05-09T16,28185
8089,2023-05-09T17,28108
8090,2023-05-09T18,27455
8091,2023-05-09T19,26684
8092,2023-05-09T20,26349
8093,2023-05-09T21,25527
8094,2023-05-09T22,25035
8095,2023-05-09T23,25020
8096,2023-05-10T00,25357
8097,2023-05-10T01,25827
8098,2023-05-10T02,27137
8099,2023-05-10T03,28896
8100,2023-05-10T04,30614
8101,2023-05-10T05,31128
8102,2023-05-10T06,30223
8103,2023-05-10T07,28572
8104,2023-05-10T08,26933
8105,2023-05-10T09,26127
8106,2023-05-10T10,25129
8107,2023-05-10T11,24276
8108,2023-05-10T12,24384
8109,2023-05-10T13,24893
8110,2023-05-10T14,26134
8111,2023-05-10T15,27597
8112,2023-05-10T16,28495
8113,2023-05-10T17,28314
8114,2023-05-10T18,27862
8115,2023-05-10T19,27957
8116,2023-05-10T20,27252
8117,2023-05-10T21,26304
8118,2023-05-10T22,25735
8119,2023-05-10T23,25125
8120,2023-05-11T00,25019
8121,2023-05-11T01,25413
8122,2023-05-11T02,26614
8123,2023-05-11T03,28605
8124,2023-05-11T04,30378
8125,2023-05-11T05,31076
8126,2023-05-11T06,30399
8127,2023-05-11T07,28635
8128,2023-05-11T08,27241
8129,2023-05-11T09,26240
8130,2023-05-11T10,25286
8131,2023-05-11T11,24712
8132,2023-05-11T12,24363
8133,2023-05-11T13,24969
8134,2023-05-11T14,26272
8135,2023-05-11T15,28059
8136,2023-05-11T16,29002
8137,2023-05-11T17,28511
8138,2023-05-11T18,27511
8139,2023-05-11T19,26727
8140,2023-05-11T20,26299
8141,2023-05-11T21,25410
8142,2023-05-11T22,24833
8143,2023-05-11T23,24740
8144,2023-05-12T00,24743
8145,2023-05-12T01,26290
8146,2023-05-12T02,27743
8147,2023-05-12T03,29693
8148,2023-05-12T04,31157
8149,2023-05-12T05,31612
8150,2023-05-12T06,30836
8151,2023-05-12T07,28979
8152,2023-05-12T08,27515
8153,2023-05-12T09,26682
8154,2023-05-12T10,26127
8155,2023-05-12T11,25271
8156,2023-05-12T12,24799
8157,2023-05-12T13,25532
8158,2023-05-12T14,26651
8159,2023-05-12T15,28038
8160,2023-05-12T16,28848
8161,2023-05-12T17,28788
8162,2023-05-12T18,28576
8163,2023-05-12T19,27352
8164,2023-05-12T20,26423
8165,2023-05-12T21,25766
8166,2023-05-12T22,26566
8167,2023-05-12T23,26843
8168,2023-05-13T00,27406
8169,2023-05-13T01,28637
8170,2023-05-13T02,30368
8171,2023-05-13T03,31871
8172,2023-05-13T04,32821
8173,2023-05-13T05,32924
8174,2023-05-13T06,31983
8175,2023-05-13T07,30136
8176,2023-05-13T08,28299
8177,2023-05-13T09,27341
8178,2023-05-13T10,26337
8179,2023-05-13T11,25534
8180,2023-05-13T12,25291
8181,2023-05-13T13,25113
8182,2023-05-13T14,25233
8183,2023-05-13T15,25503
8184,2023-05-13T16,25937
8185,2023-05-13T17,26422
8186,2023-05-13T18,26100
8187,2023-05-13T19,25268
8188,2023-05-13T20,24833
8189,2023-05-13T21,24344
8190,2023-05-13T22,24819
8191,2023-05-13T23,25687
8192,2023-05-14T00,27406
8193,2023-05-14T01,29720
8194,2023-05-14T02,31508
8195,2023-05-14T03,33389
8196,2023-05-14T04,34302
8197,2023-05-14T05,34080
8198,2023-05-14T06,32848
8199,2023-05-14T07,30968
8200,2023-05-14T08,29280
8201,2023-05-14T09,27753
8202,2023-05-14T10,26498
8203,2023-05-14T11,25592
8204,2023-05-14T12,24968
8205,2023-05-14T13,24576
8206,2023-05-14T14,24417
8207,2023-05-14T15,24340
8208,2023-05-14T16,24482
8209,2023-05-14T17,25250
8210,2023-05-14T18,25363
8211,2023-05-14T19,24396
8212,2023-05-14T20,24051
8213,2023-05-14T21,24527
8214,2023-05-14T22,25275
8215,2023-05-14T23,25990
8216,2023-05-15T00,27352
8217,2023-05-15T01,29203
8218,2023-05-15T02,30720
8219,2023-05-15T03,32392
8220,2023-05-15T04,33111
8221,2023-05-15T05,33133
8222,2023-05-15T06,32063
8223,2023-05-15T07,30166
8224,2023-05-15T08,28223
8225,2023-05-15T09,26754
8226,2023-05-15T10,26051
8227,2023-05-15T11,25441
8228,2023-05-15T12,25173
8229,2023-05-15T13,25596
8230,2023-05-15T14,26498
8231,2023-05-15T15,27787
8232,2023-05-15T16,29170
8233,2023-05-15T17,30044
8234,2023-05-15T18,29707
8235,2023-05-15T19,28992
8236,2023-05-15T20,28727
8237,2023-05-15T21,28670
8238,2023-05-15T22,29089
8239,2023-05-15T23,29452
8240,2023-05-16T00,30749
8241,2023-05-16T01,32185
8242,2023-05-16T02,33571
8243,2023-05-16T03,34218
8244,2023-05-16T04,35389
8245,2023-05-16T05,35383
8246,2023-05-16T06,34115
8247,2023-05-16T07,31743
8248,2023-05-16T08,29661
8249,2023-05-16T09,28358
8250,2023-05-16T10,27386
8251,2023-05-16T11,26452
8252,2023-05-16T12,26195
8253,2023-05-16T13,26357
8254,2023-05-16T14,27327
8255,2023-05-16T15,28499
8256,2023-05-16T16,29940
8257,2023-05-16T17,30398
8258,2023-05-16T18,30390
8259,2023-05-16T19,29662
8260,2023-05-16T20,29315
8261,2023-05-16T21,29551
8262,2023-05-16T22,30142
8263,2023-05-16T23,31167
8264,2023-05-17T00,32306
8265,2023-05-17T01,33716
8266,2023-05-17T02,35286
8267,2023-05-17T03,36712
8268,2023-05-17T04,37313
8269,2023-05-17T05,36796
8270,2023-05-17T06,35292
8271,2023-05-17T07,32799
8272,2023-05-17T08,30464
8273,2023-05-17T09,29163
8274,2023-05-17T10,28397
8275,2023-05-17T11,27233
8276,2023-05-17T12,27152
8277,2023-05-17T13,27357
8278,2023-05-17T14,28059
8279,2023-05-17T15,29045
8280,2023-05-17T16,30216
8281,2023-05-17T17,30530
8282,2023-05-17T18,30287
8283,2023-05-17T19,29652
8284,2023-05-17T20,30872
8285,2023-05-17T21,29912
8286,2023-05-17T22,30185
8287,2023-05-17T23,31410
8288,2023-05-18T00,33144
8289,2023-05-18T01,34537
8290,2023-05-18T02,35449
8291,2023-05-18T03,36155
8292,2023-05-18T04,36470
8293,2023-05-18T05,36156
8294,2023-05-18T06,34869
8295,2023-05-18T07,32623
8296,2023-05-18T08,30749
8297,2023-05-18T09,29596
8298,2023-05-18T10,28316
8299,2023-05-18T11,27133
8300,2023-05-18T12,27005
8301,2023-05-18T13,27143
8302,2023-05-18T14,28248
8303,2023-05-18T15,29363
8304,2023-05-18T16,30364
8305,2023-05-18T17,30708
8306,2023-05-18T18,30600
8307,2023-05-18T19,30184
8308,2023-05-18T20,30221
8309,2023-05-18T21,29941
8310,2023-05-18T22,29912
8311,2023-05-18T23,29930
8312,2023-05-19T00,31168
8313,2023-05-19T01,32823
8314,2023-05-19T02,34322
8315,2023-05-19T03,35408
8316,2023-05-19T04,35929
8317,2023-05-19T05,35690
8318,2023-05-19T06,34416
8319,2023-05-19T07,32225
8320,2023-05-19T08,30636
8321,2023-05-19T09,29012
8322,2023-05-19T10,28063
8323,2023-05-19T11,27041
8324,2023-05-19T12,26759
8325,2023-05-19T13,27006
8326,2023-05-19T14,27946
8327,2023-05-19T15,29338
8328,2023-05-19T16,30556
8329,2023-05-19T17,30832
8330,2023-05-19T18,30720
8331,2023-05-19T19,30262
8332,2023-05-19T20,30139
8333,2023-05-19T21,29967
8334,2023-05-19T22,29872
8335,2023-05-19T23,29379
8336,2023-05-20T00,31681
8337,2023-05-20T01,31698
8338,2023-05-20T02,33336
8339,2023-05-20T03,34027
8340,2023-05-20T04,34527
8341,2023-05-20T05,34438
8342,2023-05-20T06,33501
8343,2023-05-20T07,31813
8344,2023-05-20T08,30046
8345,2023-05-20T09,28342
8346,2023-05-20T10,27281
8347,2023-05-20T11,26578
8348,2023-05-20T12,26581
8349,2023-05-20T13,26217
8350,2023-05-20T14,26476
8351,2023-05-20T15,26680
8352,2023-05-20T16,26797
8353,2023-05-20T17,27387
8354,2023-05-20T18,27084
8355,2023-05-20T19,26601
8356,2023-05-20T20,25976
8357,2023-05-20T21,25531
8358,2023-05-20T22,25926
8359,2023-05-20T23,26239
8360,2023-05-21T00,27528
8361,2023-05-21T01,29327
8362,2023-05-21T02,31033
8363,2023-05-21T03,32017
8364,2023-05-21T04,32477
8365,2023-05-21T05,32593
8366,2023-05-21T06,31860
8367,2023-05-21T07,30485
8368,2023-05-21T08,29020
8369,2023-05-21T09,28085
8370,2023-05-21T10,27051
8371,2023-05-21T11,26258
8372,2023-05-21T12,25678
8373,2023-05-21T13,25452
8374,2023-05-21T14,25405
8375,2023-05-21T15,25573
8376,2023-05-21T16,25501
8377,2023-05-21T17,25704
8378,2023-05-21T18,25480
8379,2023-05-21T19,24799
8380,2023-05-21T20,24227
8381,2023-05-21T21,23920
8382,2023-05-21T22,24702
8383,2023-05-21T23,25735
8384,2023-05-22T00,28183
8385,2023-05-22T01,30210
8386,2023-05-22T02,32604
8387,2023-05-22T03,33564
8388,2023-05-22T04,34260
8389,2023-05-22T05,34151
8390,2023-05-22T06,33046
8391,2023-05-22T07,31099
8392,2023-05-22T08,29004
8393,2023-05-22T09,27406
8394,2023-05-22T10,26506
8395,2023-05-22T11,25431
8396,2023-05-22T12,25528
8397,2023-05-22T13,25991
8398,2023-05-22T14,27387
8399,2023-05-22T15,28916
8400,2023-05-22T16,29940
8401,2023-05-22T17,30323
8402,2023-05-22T18,30196
8403,2023-05-22T19,30082
8404,2023-05-22T20,30520
8405,2023-05-22T21,30840
8406,2023-05-22T22,31728
8407,2023-05-22T23,32459
8408,2023-05-23T00,33690
8409,2023-05-23T01,35059
8410,2023-05-23T02,36447
8411,2023-05-23T03,37159
8412,2023-05-23T04,37217
8413,2023-05-23T05,36538
8414,2023-05-23T06,35264
8415,2023-05-23T07,32841
8416,2023-05-23T08,30504
8417,2023-05-23T09,28689
8418,2023-05-23T10,27344
8419,2023-05-23T11,26581
8420,2023-05-23T12,26409
8421,2023-05-23T13,26715
8422,2023-05-23T14,27711
8423,2023-05-23T15,29303
8424,2023-05-23T16,30198
8425,2023-05-23T17,30651
8426,2023-05-23T18,30555
8427,2023-05-23T19,30366
8428,2023-05-23T20,30244
8429,2023-05-23T21,30202
8430,2023-05-23T22,30546
8431,2023-05-23T23,30498
8432,2023-05-24T00,30793
8433,2023-05-24T01,31297
8434,2023-05-24T02,32231
8435,2023-05-24T03,32999
8436,2023-05-24T04,33722
8437,2023-05-24T05,33896
8438,2023-05-24T06,32821
8439,2023-05-24T07,30956
8440,2023-05-24T08,29225
8441,2023-05-24T09,28452
8442,2023-05-24T10,27567
8443,2023-05-24T11,26980
8444,2023-05-24T12,26759
8445,2023-05-24T13,26858
8446,2023-05-24T14,27565
8447,2023-05-24T15,28688
8448,2023-05-24T16,29559
8449,2023-05-24T17,29751
8450,2023-05-24T18,29501
8451,2023-05-24T19,29261
8452,2023-05-24T20,28525
8453,2023-05-24T21,27954
8454,2023-05-24T22,28072
8455,2023-05-24T23,28782
8456,2023-05-25T00,28666
8457,2023-05-25T01,29462
8458,2023-05-25T02,30770
8459,2023-05-25T03,31820
8460,2023-05-25T04,32695
8461,2023-05-25T05,33035
8462,2023-05-25T06,32365
8463,2023-05-25T07,30515
8464,2023-05-25T08,28742
8465,2023-05-25T09,27806
8466,2023-05-25T10,26845
8467,2023-05-25T11,26271
8468,2023-05-25T12,25982
8469,2023-05-25T13,26013
8470,2023-05-25T14,27071
8471,2023-05-25T15,28215
8472,2023-05-25T16,29110
8473,2023-05-25T17,29002
8474,2023-05-25T18,28926
8475,2023-05-25T19,29084
8476,2023-05-25T20,28340
8477,2023-05-25T21,27204
8478,2023-05-25T22,27010
8479,2023-05-25T23,26921
8480,2023-05-26T00,27582
8481,2023-05-26T01,28410
8482,2023-05-26T02,29928
8483,2023-05-26T03,31075
8484,2023-05-26T04,32402
8485,2023-05-26T05,32548
8486,2023-05-26T06,31776
8487,2023-05-26T07,30053
8488,2023-05-26T08,28588
8489,2023-05-26T09,27598
8490,2023-05-26T10,26596
8491,2023-05-26T11,26251
8492,2023-05-26T12,26225
8493,2023-05-26T13,26207
8494,2023-05-26T14,27160
8495,2023-05-26T15,28358
8496,2023-05-26T16,29461
8497,2023-05-26T17,29364
8498,2023-05-26T18,29035
8499,2023-05-26T19,28215
8500,2023-05-26T20,27454
8501,2023-05-26T21,26427
8502,2023-05-26T22,25841
8503,2023-05-26T23,25654
8504,2023-05-27T00,26276
8505,2023-05-27T01,27455
8506,2023-05-27T02,28942
8507,2023-05-27T03,29903
8508,2023-05-27T04,31031
8509,2023-05-27T05,31660
8510,2023-05-27T06,31164
8511,2023-05-27T07,29409
8512,2023-05-27T08,27759
8513,2023-05-27T09,26878
8514,2023-05-27T10,26085
8515,2023-05-27T11,25414
8516,2023-05-27T12,24958
8517,2023-05-27T13,24775
8518,2023-05-27T14,24807
8519,2023-05-27T15,24815
8520,2023-05-27T16,25321
8521,2023-05-27T17,25044
8522,2023-05-27T18,24873
8523,2023-05-27T19,24206
8524,2023-05-27T20,23551
8525,2023-05-27T21,22603
8526,2023-05-27T22,22100
8527,2023-05-27T23,22369
8528,2023-05-28T00,23313
8529,2023-05-28T01,24864
8530,2023-05-28T02,26921
8531,2023-05-28T03,29109
8532,2023-05-28T04,30444
8533,2023-05-28T05,31127
8534,2023-05-28T06,30478
8535,2023-05-28T07,29045
8536,2023-05-28T08,27409
8537,2023-05-28T09,26345
8538,2023-05-28T10,25330
8539,2023-05-28T11,24894
8540,2023-05-28T12,24355
8541,2023-05-28T13,24062
8542,2023-05-28T14,23951
8543,2023-05-28T15,23806
8544,2023-05-28T16,24180
8545,2023-05-28T17,24408
8546,2023-05-28T18,24437
8547,2023-05-28T19,24132
8548,2023-05-28T20,24051
8549,2023-05-28T21,23838
8550,2023-05-28T22,23701
8551,2023-05-28T23,23742
8552,2023-05-29T00,23995
8553,2023-05-29T01,25270
8554,2023-05-29T02,26944
8555,2023-05-29T03,28222
8556,2023-05-29T04,29618
8557,2023-05-29T05,30057
8558,2023-05-29T06,29446
8559,2023-05-29T07,28250
8560,2023-05-29T08,26754
8561,2023-05-29T09,25478
8562,2023-05-29T10,24533
8563,2023-05-29T11,23991
8564,2023-05-29T12,23597
8565,2023-05-29T13,23535
8566,2023-05-29T14,23917
8567,2023-05-29T15,24054
8568,2023-05-29T16,24539
8569,2023-05-29T17,25333
8570,2023-05-29T18,25225
8571,2023-05-29T19,24898
8572,2023-05-29T20,25064
8573,2023-05-29T21,24700
8574,2023-05-29T22,24559
8575,2023-05-29T23,24848
8576,2023-05-30T00,25270
8577,2023-05-30T01,26121
8578,2023-05-30T02,27840
8579,2023-05-30T03,29808
8580,2023-05-30T04,30857
8581,2023-05-30T05,31399
8582,2023-05-30T06,30695
8583,2023-05-30T07,29000
8584,2023-05-30T08,27230
8585,2023-05-30T09,26056
8586,2023-05-30T10,25146
8587,2023-05-30T11,24649
8588,2023-05-30T12,24663
8589,2023-05-30T13,25235
8590,2023-05-30T14,26451
8591,2023-05-30T15,27774
8592,2023-05-30T16,28740
8593,2023-05-30T17,28859
8594,2023-05-30T18,28685
8595,2023-05-30T19,28503
8596,2023-05-30T20,27740
8597,2023-05-30T21,27089
8598,2023-05-30T22,27099
8599,2023-05-30T23,27388
8600,2023-05-31T00,28136
8601,2023-05-31T01,29293
8602,2023-05-31T02,30037
8603,2023-05-31T03,31366
8604,2023-05-31T04,32212
8605,2023-05-31T05,32606
8606,2023-05-31T06,31944
8607,2023-05-31T07,29871
8608,2023-05-31T08,28422
8609,2023-05-31T09,27306
8610,2023-05-31T10,26381
8611,2023-05-31T11,25779
8612,2023-05-31T12,25540
8613,2023-05-31T13,25997
8614,2023-05-31T14,27072
8615,2023-05-31T15,28311
8616,2023-05-31T16,29748
8617,2023-05-31T17,29947
8618,2023-05-31T18,29782
8619,2023-05-31T19,29338
8620,2023-05-31T20,28671
8621,2023-05-31T21,28373
8622,2023-05-31T22,28671
8623,2023-05-31T23,28706
8624,2023-06-01T00,28661
8625,2023-06-01T01,29401
8626,2023-06-01T02,30771
8627,2023-06-01T03,32057
8628,2023-06-01T04,33004
8629,2023-06-01T05,33501
8630,2023-06-01T06,32583
8631,2023-06-01T07,30575
8632,2023-06-01T08,28686
8633,2023-06-01T09,27492
8634,2023-06-01T10,26553
8635,2023-06-01T11,25754
8636,2023-06-01T12,25481
8637,2023-06-01T13,26249
8638,2023-06-01T14,27489
8639,2023-06-01T15,28574
8640,2023-06-01T16,29220
8641,2023-06-01T17,29423
8642,2023-06-01T18,29441
8643,2023-06-01T19,29225
8644,2023-06-01T20,28401
8645,2023-06-01T21,28425
8646,2023-06-01T22,28168
8647,2023-06-01T23,28197
8648,2023-06-02T00,29332
8649,2023-06-02T01,30259
8650,2023-06-02T02,30872
8651,2023-06-02T03,31730
8652,2023-06-02T04,33059
8653,2023-06-02T05,33526
8654,2023-06-02T06,32574
8655,2023-06-02T07,30637
8656,2023-06-02T08,28748
8657,2023-06-02T09,27621
8658,2023-06-02T10,26577
8659,2023-06-02T11,25831
8660,2023-06-02T12,25293
8661,2023-06-02T13,25990
8662,2023-06-02T14,27019
8663,2023-06-02T15,28232
8664,2023-06-02T16,29420
8665,2023-06-02T17,29549
8666,2023-06-02T18,28821
8667,2023-06-02T19,28120
8668,2023-06-02T20,27618
8669,2023-06-02T21,27367
8670,2023-06-02T22,27226
8671,2023-06-02T23,27263
8672,2023-06-03T00,28107
8673,2023-06-03T01,29894
8674,2023-06-03T02,31189
8675,2023-06-03T03,32250
8676,2023-06-03T04,33124
8677,2023-06-03T05,33477
8678,2023-06-03T06,32650
8679,2023-06-03T07,30775
8680,2023-06-03T08,29231
8681,2023-06-03T09,27873
8682,2023-06-03T10,26482
8683,2023-06-03T11,25502
8684,2023-06-03T12,25093
8685,2023-06-03T13,24983
8686,2023-06-03T14,25187
8687,2023-06-03T15,25024
8688,2023-06-03T16,25414
8689,2023-06-03T17,25602
8690,2023-06-03T18,25309
8691,2023-06-03T19,24879
8692,2023-06-03T20,24427
8693,2023-06-03T21,24036
8694,2023-06-03T22,24247
8695,2023-06-03T23,25172
8696,2023-06-04T00,27100
8697,2023-06-04T01,29026
8698,2023-06-04T02,31024
8699,2023-06-04T03,32703
8700,2023-06-04T04,33683
8701,2023-06-04T05,33555
8702,2023-06-04T06,32376
8703,2023-06-04T07,30563
8704,2023-06-04T08,28993
8705,2023-06-04T09,27477
8706,2023-06-04T10,26212
8707,2023-06-04T11,25235
8708,2023-06-04T12,24680
8709,2023-06-04T13,24439
8710,2023-06-04T14,24274
8711,2023-06-04T15,24157
8712,2023-06-04T16,24791
8713,2023-06-04T17,25439
8714,2023-06-04T18,25095
8715,2023-06-04T19,25019
8716,2023-06-04T20,24587
8717,2023-06-04T21,24741
8718,2023-06-04T22,25051
8719,2023-06-04T23,25910
8720,2023-06-05T00,27755
8721,2023-06-05T01,29811
8722,2023-06-05T02,31946
8723,2023-06-05T03,33879
8724,2023-06-05T04,34620
8725,2023-06-05T05,34289
8726,2023-06-05T06,33022
8727,2023-06-05T07,30870
8728,2023-06-05T08,28725
8729,2023-06-05T09,27232
8730,2023-06-05T10,26053
8731,2023-06-05T11,25345
8732,2023-06-05T12,25190
8733,2023-06-05T13,25341
8734,2023-06-05T14,26360
8735,2023-06-05T15,27861
8736,2023-06-05T16,29454
8737,2023-06-05T17,30283
8738,2023-06-05T18,30791
8739,2023-06-05T19,30965
8740,2023-06-05T20,30580
8741,2023-06-05T21,31017
8742,2023-06-05T22,31011
8743,2023-06-05T23,30873
8744,2023-06-06T00,31117
8745,2023-06-06T01,31317
8746,2023-06-06T02,31765
8747,2023-06-06T03,32413
8748,2023-06-06T04,32848
8749,2023-06-06T05,32926
8750,2023-06-06T06,31986
8751,2023-06-06T07,30088
8752,2023-06-06T08,28456
8753,2023-06-06T09,26853
8754,2023-06-06T10,25905
8755,2023-06-06T11,25325
8756,2023-06-06T12,24924
8757,2023-06-06T13,25171
8758,2023-06-06T14,26324
8759,2023-06-06T15,27536
8760,2023-06-06T16,28814
8761,2023-06-06T17,28975
8762,2023-06-06T18,29385
8763,2023-06-06T19,30004
8764,2023-06-06T20,29466
8765,2023-06-06T21,28807
8766,2023-06-06T22,28179
8767,2023-06-06T23,28349
8768,2023-06-07T00,28470
8769,2023-06-07T01,29191
8770,2023-06-07T02,30011
8771,2023-06-07T03,31282
8772,2023-06-07T04,32127
8773,2023-06-07T05,32449
8774,2023-06-07T06,31676
8775,2023-06-07T07,30057
8776,2023-06-07T08,28370
8777,2023-06-07T09,27277
8778,2023-06-07T10,26308
8779,2023-06-07T11,25893
8780,2023-06-07T12,25783
8781,2023-06-07T13,25728
8782,2023-06-07T14,26512
8783,2023-06-07T15,27830
8784,2023-06-07T16,28958
8785,2023-06-07T17,29182
8786,2023-06-07T18,29264
8787,2023-06-07T19,29190
8788,2023-06-07T20,28625
8789,2023-06-07T21,28584
8790,2023-06-07T22,28191
8791,2023-06-07T23,27711
8792,2023-06-08T00,27626
8793,2023-06-08T01,29232
8794,2023-06-08T02,29288
8795,2023-06-08T03,30309
8796,2023-06-08T04,31573
8797,2023-06-08T05,32330
8798,2023-06-08T06,31944
8799,2023-06-08T07,30147
8800,2023-06-08T08,28623
8801,2023-06-08T09,27426
8802,2023-06-08T10,26420
8803,2023-06-08T11,25776
8804,2023-06-08T12,25343
8805,2023-06-08T13,25833
8806,2023-06-08T14,26523
8807,2023-06-08T15,27550
8808,2023-06-08T16,28978
8809,2023-06-08T17,29621
8810,2023-06-08T18,29554
8811,2023-06-08T19,28969
8812,2023-06-08T20,27897
8813,2023-06-08T21,27518
8814,2023-06-08T22,27286
8815,2023-06-08T23,27155
8816,2023-06-09T00,28355
8817,2023-06-09T01,29404
8818,2023-06-09T02,30551
8819,2023-06-09T03,31937
8820,2023-06-09T04,32819
8821,2023-06-09T05,33268
8822,2023-06-09T06,32655
8823,2023-06-09T07,30932
8824,2023-06-09T08,29346
8825,2023-06-09T09,28215
8826,2023-06-09T10,27505
8827,2023-06-09T11,26593
8828,2023-06-09T12,26344
8829,2023-06-09T13,26423
8830,2023-06-09T14,26798
8831,2023-06-09T15,27743
8832,2023-06-09T16,28943
8833,2023-06-09T17,29922
8834,2023-06-09T18,30214
8835,2023-06-09T19,30152
8836,2023-06-09T20,28997
8837,2023-06-09T21,28680
8838,2023-06-09T22,28376
8839,2023-06-09T23,28576
8840,2023-06-10T00,28781
8841,2023-06-10T01,28967
8842,2023-06-10T02,29713
8843,2023-06-10T03,31175
8844,2023-06-10T04,32160
8845,2023-06-10T05,32553
8846,2023-06-10T06,31981
8847,2023-06-10T07,30335
8848,2023-06-10T08,29023
8849,2023-06-10T09,27763
8850,2023-06-10T10,26467
8851,2023-06-10T11,25589
8852,2023-06-10T12,25416
8853,2023-06-10T13,25618
8854,2023-06-10T14,25309
8855,2023-06-10T15,25395
8856,2023-06-10T16,26051
8857,2023-06-10T17,27068
8858,2023-06-10T18,27478
8859,2023-06-10T19,26832
8860,2023-06-10T20,26257
8861,2023-06-10T21,25649
8862,2023-06-10T22,25176
8863,2023-06-10T23,25402
8864,2023-06-11T00,25970
8865,2023-06-11T01,26860
8866,2023-06-11T02,27843
